Manufacturer,Model,Price,Transmission,Power,Engine CC,Fuel,Male,Female,Unknown,Total
Kia,Shuma,15.16166667,4.666666667,75.0,1594.0,petrol,3435,1517,250,5202
Peugeot,3008,40.98307692,7.307692308,114.2692308,1352.576923,petrol,3220,1555,167,4942
Peugeot,607,48.09553571,5.107142857,117.7857143,2315.0,petrol,4084,585,256,4925
Audi,S4,95.29916667,6.333333333,253.6666667,3764.333333,petrol,4133,590,174,4897
Chevrolet,Captiva,55.62,6.0,145.75,2460.75,petrol,2997,1614,238,4849
Hyundai,Elantra,19.055,4.6,89.2,1827.8,petrol,3343,1147,183,4673
Alfa-Romeo,Spider,55.2,6.0,163.5,2696.5,petrol,3075,1223,289,4587
Hyundai,Sonata,31.7425,4.833333333,119.6666667,2116.0,petrol,3371,824,189,4384
Volvo,S70,36.90769355,4.5,126.1451613,2344.0,petrol,3509,663,192,4364
Kia,Magentis,28.803,4.8,111.2,2126.8,petrol,3374,757,153,4284
Toyota,Camry,30.0062,3.2,115.4666667,2245.6,petrol,3359,658,235,4252
Citroen,DS3,23.35964286,5.25,81.28571429,1410.357143,petrol,2135,1955,133,4223
Ford,Scorpio,30.86290909,4.454545455,105.5454545,2458.909091,petrol,3434,503,150,4087
Nissan,Juke,28.23090909,6.454545455,86.0,999.0,petrol,2016,1911,116,4043
Audi,Cabriolet,43.9745,4.5,98.0,2309.0,petrol,2615,1105,222,3942
Hyundai,Terracan,44.62833333,4.333333333,127.6666667,3100.333333,diesel,3002,825,82,3909
Honda,Stream,27.935,5.0,103.5,1833.0,petrol,2345,1200,279,3824
Chrysler,Crossfire,56.15916667,5.5,174.3333333,3199.0,petrol,2219,1251,172,3642
Skoda,Yeti,30.351,6.3,83.5,1452.3,petrol,2480,1005,126,3611
Fiat,Idea,20.31264706,5.352941176,63.29411765,1344.823529,diesel,1868,1529,199,3596
Ford,Granada,18.84548718,4.076923077,87.07692308,2326.358974,petrol,3093,384,95,3572
Porsche,944,59.4905,5.0,137.5,2734.5,petrol,3079,366,124,3569
Mitsubishi,Grandis,30.839,4.6,121.0,2378.0,petrol,2167,1081,196,3444
Volvo,960,40.7645,4.333333333,133.3333333,2634.222222,petrol,2611,565,183,3359
Mazda,MX-3,22.127,5.0,83.0,1721.5,petrol,1823,1332,184,3339
Nissan,Patrol,38.48247059,4.882352941,90.94117647,2953.588235,diesel,2648,523,150,3321
Ford,Capri,11.7129,4.0,69.0,1864.8,petrol,2874,364,75,3313
Ssangyong,Rexton,54.2675,5.666666667,114.0,1998.0,diesel,2265,784,143,3192
Volkswagen,Corrado,35.34,5.0,118.0,1781.0,petrol,2682,370,122,3174
Renault,19,16.29053333,4.8,57.86666667,1645.133333,petrol,2105,919,147,3171
Chevrolet,Spark,11.395,5.0,52.5,1047.75,petrol,1378,1551,212,3141
Hyundai,Ix35,38.9,5.84,113.84,1926.0,diesel,2043,1020,66,3129
Honda,Shuttle,30.081,4.0,110.0,2254.0,petrol,2012,741,210,2963
Kia,Pride,9.358333333,4.333333333,47.0,1324.0,petrol,1465,1299,148,2912
Daewoo,Leganza,23.245,4.5,98.0,1998.0,petrol,2103,563,145,2811
Fiat,Sedici,21.91166667,4.666666667,88.0,1586.0,petrol,1409,1263,128,2800
Peugeot,309,14.350125,4.875,59.5,1642.875,petrol,1967,688,112,2767
Mazda,121,13.191,5.0,51.33333333,1431.333333,petrol,1180,1376,154,2710
Mercedes,Viano,57.22905851,5.234042553,120.4255319,2309.340426,diesel,2014,513,156,2683
Ford,Probe,24.84,5.0,102.0,2244.0,petrol,2047,510,95,2652
Mercedes,Viano,57.22905851,5.234042553,120.4255319,2309.340426,diesel,1946,498,185,2629
Subaru,Justy,11.745,5.0,51.0,998.0,petrol,1194,1228,169,2591
Toyota,Urban,20.21333333,6.0,74.0,1329.0,petrol,1272,1112,154,2538
Honda,Concerto,16.67175,4.5,74.0,1541.5,petrol,1563,835,122,2520
Mercedes,R,88.77777778,7.0,190.0,3377.444444,petrol,1731,627,154,2512
Volkswagen,Transporter,35.37645833,6.0,103.0833333,1968.0,diesel,1822,461,116,2399
Nissan,Bluebird,14.4382,4.9,64.2,1891.7,petrol,1842,487,61,2390
Alfa-Romeo,Brera,53.10142857,6.0,163.7142857,2679.285714,petrol,1866,371,117,2354
Kia,Venga,23.58666667,5.25,81.16666667,1509.75,petrol,1396,897,38,2331
Toyota,Hilux,46.60136364,6.0,110.0,2393.0,diesel,1898,335,88,2321
Audi,Coupe,35.86943902,5.585365854,117.0243902,1980.634146,petrol,1948,284,86,2318
Aston-Martin,DB7,158.823,4.5,250.0,3228.0,petrol,1914,180,122,2216
Mercedes,Vaneo,28.96891667,5.0,72.625,1707.125,petrol,1329,707,165,2201
Mazda,Tribute,38.025,4.5,129.5,2614.0,petrol,1369,725,105,2199
Audi,100,37.32636,4.76,101.12,2349.08,petrol,1768,342,86,2196
Daewoo,Nexia,12.47666667,4.666666667,58.66666667,1498.0,petrol,1313,780,95,2188
Dodge,Nitro,47.881,5.111111111,141.4444444,3106.666667,diesel,1527,532,78,2137
Honda,Logo,13.382,2.5,48.0,1343.0,petrol,736,1252,140,2128
Chrysler,Sebring,37.471875,5.5,114.5,2167.5,petrol,1519,482,78,2079
Mazda,Xedos,28.9602,4.4,100.8,1936.6,petrol,1593,379,103,2075
Daihatsu,Copen,23.8115,5.0,64.0,1298.0,petrol,551,1328,168,2047
Honda,Legend,69.397,5.0,173.0,3358.666667,petrol,1674,224,111,2009
Peugeot,4007,42.93428571,3.857142857,122.1428571,2308.285714,petrol,1317,599,69,1985
Volkswagen,Vento,18.16715385,4.692307692,70.30769231,1932.153846,petrol,1450,434,88,1972
Mercedes,GLK,59.05425,6.75,144.375,2417.875,diesel,1384,424,109,1917
Ford,Orion,15.40377778,5.0,60.11111111,1593.111111,petrol,1500,365,35,1900
Kia,Mentor,14.76166667,4.666666667,75.0,1594.0,petrol,1179,621,85,1885
Volvo,460,20.49710714,4.142857143,72.42857143,1824.428571,petrol,1268,510,98,1876
Abarth,500C,21.105625,5.0,60.625,1039.5,petrol,1101,649,93,1843
Citroen,Nemo,13.44125,5.0,54.5,1304.0,petrol,1154,564,73,1791
Citroen,C-Crosser,35.72526667,4.4,121.0,2287.6,petrol,1198,482,56,1736
Peugeot,5008,42.50666667,7.142857143,99.52380952,1294.142857,petrol,1056,568,101,1725
Honda,Integra,17.5296,4.6,78.4,1549.8,petrol,1432,187,53,1672
Nissan,Maxima,34.10357143,4.571428571,121.8571429,2555.285714,petrol,1330,223,88,1641
Dodge,Journey,37.773,5.555555556,114.0,2184.0,diesel,1051,483,56,1590
Fiat,Uno,11.28285714,4.285714286,49.28571429,1337.714286,petrol,930,554,72,1556
Skoda,Favorit,7.863333333,5.0,44.0,1289.0,petrol,1080,407,57,1544
Alfa-Romeo,166,43.89111111,5.666666667,130.5555556,2457.555556,petrol,1288,154,67,1509
Mitsubishi,Pajero,45.78386047,4.813953488,106.3023256,2768.511628,diesel,1105,299,67,1471
Peugeot,Expert,21.65952381,5.761904762,90.85714286,1809.714286,diesel,1190,217,62,1469
Peugeot,RCZ,38.93888889,6.0,135.5555556,1642.333333,petrol,805,564,78,1447
Chevrolet,Cruze,28.17,5.583333333,103.0,1706.333333,petrol,1067,290,69,1426
Volkswagen,Phaeton,146.2746154,5.769230769,234.8461538,4089.923077,petrol,1217,97,76,1390
Alfa-Romeo,146,18.19842857,5.0,87.71428571,1696.428571,petrol,954,307,72,1333
Mazda,MPV,35.29583333,5.0,102.0,2129.0,petrol,847,395,82,1324
Toyota,Paseo,15.764,5.0,66.0,1497.0,petrol,694,549,76,1319
Mazda,MX-6,30.92666667,4.666666667,110.3333333,2328.333333,petrol,928,278,72,1278
Opel,Zafira,35.27,6.0,112.0714286,1574.428571,petrol,752,414,87,1253
Fiat,Qubo,16.695,5.0,54.0,1360.0,petrol,750,435,49,1234
Ford,Mustang,74.609,3.2,239.2,3640.2,petrol,1108,94,28,1230
Fiat,Croma,34.33029412,5.588235294,105.0,1962.058824,diesel,871,294,34,1199
Alfa-Romeo,145,17.42714286,5.0,87.71428571,1696.428571,petrol,855,280,57,1192
Renault,Trafic,37.04635294,6.0,91.44117647,1773.823529,diesel,866,154,47,1067
Renault,Safrane,31.79107143,4.571428571,104.1428571,2211.071429,petrol,847,171,44,1062
Ssangyong,Rodius,57.59,5.428571429,121.0,1998.0,diesel,701,298,46,1045
Honda,CR-Z,27.12333333,6.0,101.0,1497.0,petrol,611,355,64,1030
Seat,Exeo,33.8615625,5.375,116.25,1925.25,petrol,872,124,28,1024
Ssangyong,Musso,38.79428571,4.428571429,98.57142857,2755.571429,diesel,819,166,34,1019
Mercedes,Vito,37.31220238,5.678571429,102.7261905,2118.940476,diesel,877,90,44,1011
Ford,Fiesta,18.53214286,5.714285714,68.57142857,1166.142857,petrol,516220,579692,46103,1142015
Ford,Focus,30.61932203,5.966101695,94.03389831,1497.169492,petrol,695527,369115,46478,1111120
Volkswagen,Golf,31.24215385,6.164835165,89.46153846,1537.406593,petrol,442741,287278,43908,773927
Renault,Clio,22.1,5.615384615,75.57692308,1219.653846,petrol,259984,372428,31507,663919
BMW,320i,47.84837037,6.444444444,126.1111111,1995.777778,petrol,407075,130854,29168,567097
Peugeot,206,20.03375,4.833333333,71.33333333,1631.5,petrol,197990,333388,29678,561056
Volkswagen,Polo,18.1925,5.074074074,60.96296296,1408.055556,petrol,193661,278717,30621,502999
Nissan,Micra,20.3776087,4.869565217,67.95652174,1279.695652,petrol,172260,297084,29002,498346
Renault,Megane,26.4498867,5.408866995,87.31034483,1623.793103,petrol,266172,204186,26377,496735
Ford,Ka+,15.46,5.0,60.8,1196.0,petrol,108625,305300,21685,435610
Honda,Civic,29.942625,4.5,106.225,1480.575,petrol,246678,140718,21908,409304
Toyota,Yaris,20.7206,3.52,74.4,1397.8,petrol,104932,177217,22449,304598
Citroen,Xsara,22.36209302,4.88372093,72.58139535,1743.44186,petrol,182746,104949,12340,300035
Peugeot,307,27.46483636,4.872727273,86.45454545,1723.0,petrol,145324,118282,13902,277508
Mercedes,CLA,46.5274,7.04,131.6,1596.92,petrol,184659,63720,15678,264057
Volkswagen,Passat,46.06451282,6.487179487,125.4358974,1835.846154,petrol,202998,46749,13639,263386
Audi,A4,57.92693548,6.161290323,149.7096774,2283.112903,petrol,185948,54990,12486,253424
Toyota,Corolla,27.23911864,3.033898305,91.61016949,1677.949153,petrol,130129,83982,14246,228357
Ford,Escort,16.20874359,4.461538462,63.56410256,1650.205128,petrol,149523,60812,8563,218898
Peugeot,306,18.64264,4.84,67.0,1698.64,petrol,127525,73358,9813,210696
Mini,Cooper,31.38814286,6.714285714,111.0,1711.571429,petrol,67995,123251,11941,203187
Nissan,Almera,22.78208333,4.916666667,81.66666667,1847.666667,petrol,114474,65636,10353,190463
Peugeot,106,12.35588235,4.647058824,53.88235294,1366.294118,petrol,84182,89102,8029,181313
Toyota,Avensis,37.31523077,4.323076923,103.6769231,1873.261538,petrol,131369,31332,9944,172645
Land-Rover,Freelander,43.86363077,5.292307692,105.1692308,2083.523077,diesel,106412,56616,8387,171415
Renault,Laguna,34.02059211,5.552631579,99.0,1920.026316,diesel,128508,33628,7216,169352
Audi,A3,36.21929825,6.473684211,94.33333333,1424.666667,petrol,96824,62889,9631,169344
Citroen,Saxo,12.32981818,4.818181818,53.81818182,1367.272727,petrol,74796,78017,6562,159375
Skoda,Fabia,19.00794118,5.205882353,66.97058824,1292.352941,petrol,84457,66592,7408,158457
Peugeot,406,28.60820513,4.756410256,92.82051282,2043.820513,petrol,113448,24860,6621,144929
Peugeot,207,21.70216667,4.9,79.76666667,1536.0,petrol,55479,80639,6702,142820
Mercedes,E,78.07322727,7.672727273,192.4,2598.818182,petrol,109050,19167,8496,136713
Rover,2000,17.182,5.0,74.0,1994.0,petrol,76885,48044,5879,130808
Citroen,C3,22.90364865,5.405405405,75.64864865,1364.0,petrol,50767,70830,6221,127818
Honda,Accord,39.39984314,5.784313725,117.7058824,2151.647059,petrol,98187,21163,7130,126480
Renault,Scenic,32.06304348,5.956521739,89.34782609,1472.826087,diesel,68954,47681,6007,122642
Nissan,Primera,26.51269565,4.02173913,93.58695652,1933.021739,petrol,88741,24313,6134,119188
Mercedes,A,31.1045119,4.547619048,93.01190476,1699.119048,petrol,47024,62769,8487,118280
Saab,9-3X,49.28583333,6.0,145.0,1963.666667,petrol,83036,28671,6402,118109
Seat,Ibiza,19.93814035,5.649122807,76.31578947,1205.192982,petrol,55978,55682,4694,116354
Skoda,Octavia,30.65053846,6.346153846,95.0,1136.692308,petrol,84707,19714,4500,108921
Ford,Galaxy,53.78571429,6.0,124.8571429,1855.0,diesel,67720,29356,4915,101991
BMW,118i,37.4265,6.2,104.2,1796.6,petrol,48109,42607,5501,96217
Mazda,MX-5,37.46857143,5.857142857,103.4285714,1718.571429,petrol,42230,44378,5788,92396
Rover,75,39.35238095,5.0,98.04761905,1928.714286,petrol,69864,12219,3336,85419
Audi,A6,82.06090909,7.727272727,199.7272727,2790.454545,diesel,67584,12137,4516,84237
Mini,One,24.09525,6.25,68.75,1498.25,petrol,21243,58183,4671,84097
Volvo,V70,50.96109091,6.181818182,135.2909091,1971.163636,diesel,61703,14957,4751,81411
Ford,Fusion,19.37890909,4.863636364,61.27272727,1470.909091,petrol,41930,31678,2893,76501
Suzuki,Vitara,26.803,5.428571429,85.71428571,1310.0,petrol,42190,29352,4491,76033
Seat,Leon,32.93965169,6.348314607,114.8202247,1615.370787,petrol,51394,21919,2674,75987
Mazda,6,42.66935185,5.907407407,118.1851852,2095.185185,petrol,56579,13776,2958,73313
Suzuki,Swift,19.08518182,3.727272727,68.90909091,1180.545455,petrol,29243,36514,5466,71223
Volvo,S40,35.28132353,5.176470588,113.3529412,2106.5,petrol,50334,16077,3927,70338
Citroen,C4,29.26025,5.95,90.625,1462.3625,petrol,44407,21504,2437,68348
Audi,TT,64.59222222,6.777777778,178.5555556,2011.555556,petrol,36344,26815,4304,67463
Volkswagen,Beetle,33.25025,6.166666667,112.75,1475.0,petrol,15898,45202,4279,65379
Mercedes,CLK,72.79589474,6.210526316,166.3157895,3041.0,petrol,41339,18779,3573,63691
Hyundai,Getz,13.63642857,4.714285714,69.0,1424.857143,petrol,27156,31727,2292,61175
Mazda,3,30.99513158,5.789473684,101.8947368,1905.631579,petrol,35391,22710,2626,60727
Rover,45,23.322,3.75,84.2,1853.9,petrol,43257,14483,2276,60016
Peugeot,107,11.14333333,5.0,50.0,998.0,petrol,17499,37013,2651,57163
Kia,Picanto,16.59192308,5.0,52.84615385,998.0,petrol,21000,33462,1967,56429
Mazda,323,17.34364706,4.745098039,70.92156863,1683.607843,petrol,32790,20394,3084,56268
Volvo,V40,35.81481651,6.293577982,117.4311927,1921.46789,petrol,37407,14943,3111,55461
Fiat,Panda,10.42388889,5.0,52.44444444,1095.777778,petrol,23368,27704,2755,53827
Nissan,X-Trail,47.361875,3.75,113.375,1774.8125,diesel,38385,13207,2161,53753
Toyota,Aygo,15.20916667,5.0,53.0,998.0,petrol,17121,32009,4187,53317
Jaguar,S-Type,66.58842105,5.736842105,172.3157895,2934.631579,petrol,43812,6173,2176,52161
Citroen,C2,15.14,5.0,64.0,1382.75,petrol,20952,28713,1975,51640
Hyundai,Accent,14.293,4.6,75.4,1479.0,petrol,28815,19982,2494,51291
Peugeot,407,38.72769231,5.538461538,114.6538462,2178.192308,diesel,39850,8254,1797,49901
Citroen,C5,34.9090566,5.603773585,104.2264151,1805.924528,diesel,38468,7568,1833,47869
Toyota,Celica,31.5255,5.166666667,109.6666667,1861.833333,petrol,32402,12941,2375,47718
Citroen,Berlingo,27.4386,6.34,85.28,1452.0,diesel,31507,13991,2116,47614
Volkswagen,Touran,32.98557692,6.230769231,94.03846154,1528.807692,diesel,27414,16457,2903,46774
Volkswagen,Bora,25.39952941,4.647058824,78.85294118,1891.588235,petrol,33388,10669,2195,46252
Mercedes,ML,77.41666667,7.0,188.3333333,2876.0,diesel,30516,12648,2554,45718
Mitsubishi,Colt,17.03876744,5.302325581,73.48837209,1374.046512,petrol,20138,22842,2345,45325
MG,ZR,21.02333333,5.0,92.33333333,1729.333333,petrol,26973,16352,1643,44968
Citroen,C1,13.48615385,5.0,52.38461538,1028.923077,petrol,16604,26330,1706,44640
Saab,09-May,52.95719388,5.653061224,146.122449,2031.469388,petrol,35025,7000,2373,44398
Mercedes,SLK,61.86283333,6.833333333,184.1666667,2748.333333,petrol,18919,22246,3118,44283
Mazda,2,21.6,6.0,64.625,1496.0,petrol,17299,24382,1991,43672
Nissan,Note,19.31857143,5.0,66.42857143,1348.285714,diesel,24098,16544,2412,43054
Toyota,Auris,26.97346154,3.076923077,85.69230769,1515.282051,petrol,23530,13509,2116,39155
Kia,Rio,22.95871429,6.285714286,80.0,998.0,petrol,22143,14947,1235,38325
Fiat,Stilo,22.77681818,5.272727273,92.36363636,1837.363636,petrol,23112,13435,1715,38262
Volkswagen,Sharan,45.6995,6.0,114.0,1854.2,diesel,25844,9356,2833,38033
Toyota,Carina,17.44569231,4.692307692,68.26923077,1791.230769,petrol,27515,8062,2183,37760
Nissan,Qashqai+2,34.93603125,5.25,97.71875,1820.65625,diesel,20847,13308,3193,37348
Renault,Espace,59.0,7.0,166.0,1798.0,petrol,25058,9826,1965,36849
Skoda,Felicia,11.370625,5.0,48.0,1518.0,petrol,21589,12727,1720,36036
Chrysler,Voyager,39.70773684,4.842105263,117.5789474,2719.842105,diesel,22301,10844,1742,34887
Suzuki,Alto,9.5628,4.6,50.0,996.0,petrol,13743,18028,2910,34681
Fiat,Seicento,8.17,5.0,40.0,1108.0,petrol,11787,20428,1778,33993
