Manufacturer,Model,Price,Transmission,Power,Engine CC,Fuel,Male,Female,Unknown,Total
Honda,Shuttle,30.081,4.0,110.0,2254.0,petrol,1193,436,124,1753
Renault,Trafic,37.04635294,6.0,91.44117647,1773.823529,diesel,1386,282,72,1740
Dodge,Journey,37.773,5.555555556,114.0,2184.0,diesel,1109,533,74,1716
Volkswagen,Phaeton,146.2746154,5.769230769,234.8461538,4089.923077,petrol,1476,121,85,1682
Subaru,Justy,11.745,5.0,51.0,998.0,petrol,770,813,96,1679
Chevrolet,Orlando,33.43590909,5.636363636,108.3636364,1906.181818,diesel,1096,461,119,1676
Mercedes,Vito,37.31220238,5.678571429,102.7261905,2118.940476,diesel,1433,148,94,1675
Ford,Granada,18.84548718,4.076923077,87.07692308,2326.358974,petrol,1461,156,48,1665
Peugeot,Bipper,17.325,5.0,55.0,1360.0,petrol,938,639,76,1653
Nissan,370Z,85.05325,6.5,242.0,3696.0,petrol,1270,195,46,1511
Mini,John,44.852,6.5,170.0,1998.0,petrol,843,482,61,1386
Toyota,Hilux,46.60136364,6.0,110.0,2393.0,diesel,1105,184,56,1345
Honda,Legend,69.397,5.0,173.0,3358.666667,petrol,1121,138,75,1334
Mazda,MX-3,22.127,5.0,83.0,1721.5,petrol,679,520,67,1266
Ford,Scorpio,30.86290909,4.454545455,105.5454545,2458.909091,petrol,1056,152,53,1261
Ssangyong,Rodius,57.59,5.428571429,121.0,1998.0,diesel,793,403,65,1261
Ford,Mustang,74.609,3.2,239.2,3640.2,petrol,1118,95,29,1242
Mazda,121,13.191,5.0,51.33333333,1431.333333,petrol,528,597,64,1189
Audi,Coupe,35.86943902,5.585365854,117.0243902,1980.634146,petrol,987,143,45,1175
Honda,Integra,17.5296,4.6,78.4,1549.8,petrol,1008,112,22,1142
Fiat,Croma,34.33029412,5.588235294,105.0,1962.058824,diesel,786,271,49,1106
Opel,Zafira,35.27,6.0,112.0714286,1574.428571,petrol,675,350,79,1104
Citroen,DS5,42.55733333,6.0,123.2666667,1832.333333,diesel,882,160,39,1081
Ssangyong,Korando,37.904,6.0,116.08,1998.0,diesel,786,259,35,1080
Peugeot,309,14.350125,4.875,59.5,1642.875,petrol,770,240,46,1056
Audi,100,37.32636,4.76,101.12,2349.08,petrol,830,168,39,1037
Audi,Quattro,61.235,5.0,147.0,2144.0,petrol,928,62,37,1027
Ford,Probe,24.84,5.0,102.0,2244.0,petrol,781,200,33,1014
Ford,Focus,30.61932203,5.966101695,94.03389831,1497.169492,petrol,796190,421303,55632,1273125
Ford,Fiesta,18.53214286,5.714285714,68.57142857,1166.142857,petrol,533595,613290,51752,1198637
Volkswagen,Golf,31.24215385,6.164835165,89.46153846,1537.406593,petrol,471514,306459,46958,824931
Renault,Clio,22.1,5.615384615,75.57692308,1219.653846,petrol,245569,333284,29419,608272
BMW,320i,47.84837037,6.444444444,126.1111111,1995.777778,petrol,402404,119094,29479,550977
Volkswagen,Polo,18.1925,5.074074074,60.96296296,1408.055556,petrol,209196,294044,31568,534808
Peugeot,206,20.03375,4.833333333,71.33333333,1631.5,petrol,186795,280679,27961,495435
Nissan,Micra,20.3776087,4.869565217,67.95652174,1279.695652,petrol,151025,265423,27535,443983
Renault,Megane,26.4498867,5.408866995,87.31034483,1623.793103,petrol,225326,172735,22917,420978
Ford,Ka+,15.46,5.0,60.8,1196.0,petrol,105612,285378,21570,412560
Honda,Civic,29.942625,4.5,106.225,1480.575,petrol,244214,136414,21581,402209
Toyota,Yaris,20.7206,3.52,74.4,1397.8,petrol,127757,204802,26065,358624
Mercedes,CLA,46.5274,7.04,131.6,1596.92,petrol,200376,67663,16921,284960
Volkswagen,Passat,46.06451282,6.487179487,125.4358974,1835.846154,petrol,212442,49082,14718,276242
Audi,A4,57.92693548,6.161290323,149.7096774,2283.112903,petrol,198805,59717,13635,272157
Peugeot,307,27.46483636,4.872727273,86.45454545,1723.0,petrol,138974,115895,14903,269772
Citroen,Xsara,22.36209302,4.88372093,72.58139535,1743.44186,petrol,158473,94976,12325,265774
Peugeot,207,21.70216667,4.9,79.76666667,1536.0,petrol,94625,134494,12382,241501
Audi,A3,36.21929825,6.473684211,94.33333333,1424.666667,petrol,131091,88601,13166,232858
Toyota,Corolla,27.23911864,3.033898305,91.61016949,1677.949153,petrol,111626,72304,12747,196677
Skoda,Fabia,19.00794118,5.205882353,66.97058824,1292.352941,petrol,101816,81667,9837,193320
Land-Rover,Freelander,43.86363077,5.292307692,105.1692308,2083.523077,diesel,114197,58632,9472,182301
Citroen,C3,22.90364865,5.405405405,75.64864865,1364.0,petrol,71533,91658,9045,172236
BMW,118i,37.4265,6.2,104.2,1796.6,petrol,85622,73966,10002,169590
Toyota,Avensis,37.31523077,4.323076923,103.6769231,1873.261538,petrol,128052,30960,9958,168970
Renault,Scenic,32.06304348,5.956521739,89.34782609,1472.826087,diesel,82971,60801,7948,151720
Mercedes,E,78.07322727,7.672727273,192.4,2598.818182,petrol,118619,22490,9106,150215
Nissan,Almera,22.78208333,4.916666667,81.66666667,1847.666667,petrol,88331,51064,8839,148234
Seat,Ibiza,19.93814035,5.649122807,76.31578947,1205.192982,petrol,69228,69142,5781,144151
Skoda,Octavia,30.65053846,6.346153846,95.0,1136.692308,petrol,106494,24815,5816,137125
Mercedes,A,31.1045119,4.547619048,93.01190476,1699.119048,petrol,51512,67384,9522,128418
Saab,9-3X,49.28583333,6.0,145.0,1963.666667,petrol,88266,29702,6924,124892
Citroen,C4,29.26025,5.95,90.625,1462.3625,petrol,71223,37730,4872,113825
Peugeot,306,18.64264,4.84,67.0,1698.64,petrol,66910,36173,5215,108298
Fiat,500L,26.29166667,5.6,74.73333333,1186.333333,diesel,25022,75332,6301,106655
Renault,Laguna,34.02059211,5.552631579,99.0,1920.026316,diesel,80809,20063,4727,105599
Honda,Accord,39.39984314,5.784313725,117.7058824,2151.647059,petrol,80938,17449,5917,104304
Peugeot,106,12.35588235,4.647058824,53.88235294,1366.294118,petrol,51565,47268,4687,103520
Nissan,Qashqai+2,34.93603125,5.25,97.71875,1820.65625,diesel,55455,39048,7595,102098
Audi,A6,82.06090909,7.727272727,199.7272727,2790.454545,diesel,79932,14437,5409,99778
Peugeot,107,11.14333333,5.0,50.0,998.0,petrol,28808,63323,4917,97048
Citroen,Saxo,12.32981818,4.818181818,53.81818182,1367.272727,petrol,47502,44016,4307,95825
Ford,Fusion,19.37890909,4.863636364,61.27272727,1470.909091,petrol,50901,40070,4202,95173
Ford,Galaxy,53.78571429,6.0,124.8571429,1855.0,diesel,62488,26340,5249,94077
Mazda,MX-5,37.46857143,5.857142857,103.4285714,1718.571429,petrol,46762,41218,6032,94012
Kia,Picanto,16.59192308,5.0,52.84615385,998.0,petrol,33457,56780,3308,93545
Toyota,Aygo,15.20916667,5.0,53.0,998.0,petrol,29302,56621,6785,92708
Seat,Leon,32.93965169,6.348314607,114.8202247,1615.370787,petrol,60942,27912,3413,92267
Mazda,6,42.66935185,5.907407407,118.1851852,2095.185185,petrol,70401,17006,4330,91737
Nissan,Note,19.31857143,5.0,66.42857143,1348.285714,diesel,48036,36158,4404,88598
Hyundai,I10,16.011,5.0,51.77777778,998.0,petrol,32927,49889,3044,85860
Suzuki,Swift,19.08518182,3.727272727,68.90909091,1180.545455,petrol,33203,46305,5809,85317
Mazda,3,30.99513158,5.789473684,101.8947368,1905.631579,petrol,49655,31335,4231,85221
Audi,TT,64.59222222,6.777777778,178.5555556,2011.555556,petrol,43118,35063,5392,83573
Volvo,V70,50.96109091,6.181818182,135.2909091,1971.163636,diesel,61464,14725,4569,80758
Citroen,C1,13.48615385,5.0,52.38461538,1028.923077,petrol,27305,48698,3656,79659
Peugeot,308,32.33086957,5.891304348,103.1086957,1482.5,petrol,44024,31205,3375,78604
Mazda,2,21.6,6.0,64.625,1496.0,petrol,27246,45474,4140,76860
Peugeot,406,28.60820513,4.756410256,92.82051282,2043.820513,petrol,60125,13170,3559,76854
Fiat,Panda,10.42388889,5.0,52.44444444,1095.777778,petrol,31900,38840,4095,74835
Toyota,Auris,26.97346154,3.076923077,85.69230769,1515.282051,petrol,40144,25461,3939,69544
Nissan,Primera,26.51269565,4.02173913,93.58695652,1933.021739,petrol,50957,14240,3959,69156
Volkswagen,Beetle,33.25025,6.166666667,112.75,1475.0,petrol,15748,47347,4588,67683
Rover,75,39.35238095,5.0,98.04761905,1928.714286,petrol,53513,9427,2747,65687
Ford,Escort,16.20874359,4.461538462,63.56410256,1650.205128,petrol,46180,16891,2544,65615
Volkswagen,Touran,32.98557692,6.230769231,94.03846154,1528.807692,diesel,38145,22704,4206,65055
Suzuki,Vitara,26.803,5.428571429,85.71428571,1310.0,petrol,36370,24754,3815,64939
Volvo,S40,35.28132353,5.176470588,113.3529412,2106.5,petrol,44621,14547,3503,62671
Mercedes,CLK,72.79589474,6.210526316,166.3157895,3041.0,petrol,39339,17318,3733,60390
Hyundai,Getz,13.63642857,4.714285714,69.0,1424.857143,petrol,24971,32414,2806,60191
Kia,Rio,22.95871429,6.285714286,80.0,998.0,petrol,32920,24567,1934,59421
Nissan,X-Trail,47.361875,3.75,113.375,1774.8125,diesel,41320,14649,2467,58436
Citroen,Berlingo,27.4386,6.34,85.28,1452.0,diesel,36270,15661,2708,54639
Peugeot,407,38.72769231,5.538461538,114.6538462,2178.192308,diesel,42242,9193,2279,53714
Citroen,C2,15.14,5.0,64.0,1382.75,petrol,21391,29176,2477,53044
Ford,C-MAX,32.1815,6.0,99.0,1448.6,petrol,31972,18504,1872,52348
Mercedes,SLK,61.86283333,6.833333333,184.1666667,2748.333333,petrol,23022,24753,3626,51401
Mercedes,ML,77.41666667,7.0,188.3333333,2876.0,diesel,33840,13613,2998,50451
Mitsubishi,Colt,17.03876744,5.302325581,73.48837209,1374.046512,petrol,21401,25561,2798,49760
Kia,Ceed,26.97522727,5.863636364,88.09090909,1460.795455,petrol,30071,15945,1514,47530
Jaguar,S-Type,66.58842105,5.736842105,172.3157895,2934.631579,petrol,39156,5405,1993,46554
Suzuki,Alto,9.5628,4.6,50.0,996.0,petrol,17302,24771,3497,45570
Citroen,C5,34.9090566,5.603773585,104.2264151,1805.924528,diesel,36186,7158,1977,45321
Ford,S-MAX,47.52333333,6.0,128.8888889,1886.555556,diesel,27360,15291,1976,44627
Rover,2000,17.182,5.0,74.0,1994.0,petrol,26230,15997,2050,44277
Hyundai,I20,21.847,6.090909091,70.72727273,1052.272727,petrol,21175,20167,1454,42796
Rover,45,23.322,3.75,84.2,1853.9,petrol,30561,10334,1853,42748
Volvo,V40,35.81481651,6.293577982,117.4311927,1921.46789,petrol,28459,10882,2472,41813
Hyundai,I30,28.60918919,5.945945946,100.5945946,1387.621622,petrol,25673,14492,1528,41693
Volvo,V50,36.52419118,5.176470588,113.3529412,2106.5,petrol,28040,11021,2338,41399
Kia,Sportage,43.97,6.6,115.3,1634.2,diesel,25342,13577,1305,40224
Volkswagen,Bora,25.39952941,4.647058824,78.85294118,1891.588235,petrol,28811,8835,1970,39616
Saab,09-May,52.95719388,5.653061224,146.122449,2031.469388,petrol,29522,6099,2027,37648
Nissan,Juke,28.23090909,6.454545455,86.0,999.0,petrol,15328,18390,3564,37282
Toyota,Celica,31.5255,5.166666667,109.6666667,1861.833333,petrol,25664,9441,1946,37051
MG,ZR,21.02333333,5.0,92.33333333,1729.333333,petrol,22209,12155,1527,35891
Audi,A5,59.43242424,7.0,150.4545455,1981.818182,petrol,26700,6813,1613,35126
Volkswagen,Sharan,45.6995,6.0,114.0,1854.2,diesel,24087,8107,2706,34900
Porsche,911,158.7922667,7.466666667,293.5333333,3005.4,petrol,29319,3361,1587,34267
Mazda,323,17.34364706,4.745098039,70.92156863,1683.607843,petrol,19790,12060,1962,33812
Chrysler,Voyager,39.70773684,4.842105263,117.5789474,2719.842105,diesel,20696,10212,1793,32701
Hyundai,Santa,44.14181818,6.545454545,144.6363636,2242.636364,diesel,21659,8872,1386,31917
Mercedes,B,41.38957143,7.285714286,105.7142857,1545.428571,diesel,16257,13447,1783,31487
Fiat,Stilo,22.77681818,5.272727273,92.36363636,1837.363636,petrol,18353,10714,1608,30675
Audi,A1,27.08277108,6.228915663,86.63855422,1377.566265,petrol,11917,17246,1305,30468
Renault,Modus,17.82333333,4.666666667,70.33333333,1298.666667,petrol,13694,14963,1645,30302
Hyundai,Accent,14.293,4.6,75.4,1479.0,petrol,16828,11121,1596,29545
Volkswagen,Tiguan,44.30857143,6.714285714,108.0,1663.928571,petrol,17019,10821,1364,29204
Suzuki,Wagon,9.8628,5.0,50.0,1090.4,petrol,13486,13516,1977,28979
Suzuki,Jimny,25.94322222,4.777777778,67.0,1372.666667,petrol,13704,13083,1951,28738
BMW,Z4,64.109625,6.75,202.125,2778.0,petrol,18193,8185,1737,28115
Kia,Sorento,36.01325,6.0,151.6666667,2048.666667,petrol,19736,7240,814,27790
Porsche,Boxster,83.50125,6.5,213.5,3071.0,petrol,19388,6335,1576,27299
Renault,Espace,59.0,7.0,166.0,1798.0,petrol,16898,6793,1429,25120
Volkswagen,Lupo,13.88308333,4.75,47.75,1373.75,petrol,8658,13785,1393,23836
Fiat,Seicento,8.17,5.0,40.0,1108.0,petrol,9204,13186,1305,23695
Seat,Altea,27.13,5.768421053,96.05263158,1774.778947,diesel,13523,8995,902,23420
Volvo,C30,32.4898913,5.304347826,113.2826087,2093.021739,petrol,12762,9274,1324,23360
Mercedes,Sprinter,43.06842105,6.254385965,104.2017544,2222.710526,diesel,19018,2294,1656,22968
Seat,Alhambra,49.82277778,6.0,115.8333333,1746.944444,petrol,15165,5758,1335,22258
Renault,Kangoo,18.76848837,4.860465116,67.02325581,1391.023256,diesel,13174,7517,1323,22014
Suzuki,Ignis,19.45142857,3.571428571,61.0,1197.0,petrol,9972,10440,1573,21985
Fiat,Bravo,22.455,6.0,92.30769231,1466.307692,petrol,12542,7627,919,21088
Mazda,5,22.12540909,5.5,75.09090909,1622.681818,petrol,11717,8312,1026,21055
Alfa-Romeo,147,25.3433871,5.193548387,95.09677419,1802.774194,petrol,12874,6663,1176,20713
Kia,Carens,31.195,6.0,105.875,1755.75,petrol,13628,6182,834,20644
Volkswagen,Jetta,31.30566667,6.259259259,96.92592593,1587.222222,petrol,15266,4275,933,20474
Toyota,MR2,34.19,6.0,103.0,1794.0,petrol,12914,6438,1024,20376
Volkswagen,Scirocco,33.70615385,6.153846154,120.1538462,1750.615385,petrol,13806,5597,883,20286
Citroen,DS3,23.35964286,5.25,81.28571429,1410.357143,petrol,9308,10218,675,20201
MG,TF,32.09,4.0,98.2,1754.4,petrol,10578,7669,1030,19277
Mercedes,CLA,46.5274,7.04,131.6,1596.92,petrol,15878,2408,982,19268
Volvo,S80,50.94,6.266666667,138.2833333,1986.766667,diesel,15426,2431,1042,18899
Peugeot,Partner,20.36464286,5.857142857,82.25,1534.392857,diesel,12611,5299,894,18804
Suzuki,SX4,20.6695,4.75,88.0,1586.0,petrol,9604,7855,1066,18525
Chrysler,PT,29.88478947,4.736842105,109.1052632,2238.631579,petrol,10101,7028,1104,18233
Alfa-Romeo,156,32.898125,5.333333333,116.2916667,2081.375,petrol,13832,3145,855,17832
Peugeot,3008,40.98307692,7.307692308,114.2692308,1352.576923,petrol,11275,5762,645,17682
Volkswagen,Fox,12.49833333,5.0,48.66666667,1336.666667,petrol,6133,10551,966,17650
Mitsubishi,Lancer,23.01661538,4.730769231,90.88461538,1709.538462,petrol,13101,3821,597,17519
Skoda,Felicia,11.370625,5.0,48.0,1518.0,petrol,10481,5983,892,17356
Hyundai,Matrix,18.513,4.6,76.0,1599.0,petrol,9969,6556,767,17292
Toyota,Previa,43.08,4.666666667,105.0,2239.666667,petrol,11396,4368,1229,16993
Audi,A2,23.0525,5.0,55.0,1406.0,petrol,7561,7991,1251,16803
Fiat,Doblo,25.17006452,5.516129032,79.30645161,1523.741935,diesel,11576,4299,881,16756
Toyota,Starlet,11.389,4.142857143,53.0,1308.285714,petrol,6981,8701,955,16637
BMW,Z3,39.7374,4.6,115.0,2234.4,petrol,9912,5643,1023,16578
Volkswagen,Eos,42.2862,6.0,113.8,1740.0,petrol,6484,8647,1272,16403
Skoda,Superb,39.725,6.8,110.0,1592.0,petrol,13837,1936,614,16387
Volvo,C70,52.19640625,5.3125,126.5,2323.9375,petrol,10304,4787,913,16004
Mitsubishi,Carisma,22.69,4.8,82.2,1773.7,petrol,10991,3765,755,15511
Subaru,Legacy,37.52210345,3.896551724,107.3793103,2084.37931,petrol,11166,3313,920,15399
Audi,Q5,64.50769231,6.846153846,144.2307692,2048.538462,diesel,9404,5094,751,15249
Toyota,IQ,17.31777778,3.666666667,58.44444444,1152.888889,petrol,5880,7690,1144,14714
Toyota,Carina,17.44569231,4.692307692,68.26923077,1791.230769,petrol,10578,3308,821,14707
Nissan,Terrano,37.01736842,4.736842105,97.57894737,2697.368421,diesel,10495,3512,668,14675
Hyundai,Tucson,41.59161538,6.461538462,111.3076923,1624.769231,petrol,9185,4810,539,14534
MG,ZT,42.74666667,5.0,128.5,2548.833333,petrol,11854,1723,471,14048
Chevrolet,Kalos,14.22409091,4.727272727,64.45454545,1353.363636,petrol,6213,6957,771,13941
BMW,X1,51.44133333,7.2,123.9333333,1863.133333,diesel,7669,5280,919,13868
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,7999,5097,749,13845
Hyundai,Ix35,38.9,5.84,113.84,1926.0,diesel,8559,4776,357,13692
Daihatsu,Sirion,14.333375,4.5625,59.875,1183.25,petrol,5446,7403,749,13598
Ford,Streetka,26.0,5.0,70.0,1597.0,petrol,2120,10321,896,13337
Honda,FR-V,33.12857143,5.285714286,103.0,1914.714286,petrol,7187,5240,764,13191
Skoda,Roomster,20.9225,5.375,68.875,1272.4375,petrol,7741,4768,660,13169
Seat,Arosa,13.70454545,4.818181818,47.45454545,1384.0,petrol,5074,7294,652,13020
Chevrolet,Lacetti,18.76285714,4.714285714,80.42857143,1612.928571,petrol,8265,4018,656,12939
Volvo,XC70,58.46907407,6.444444444,148.5185185,2174.037037,diesel,9249,2776,870,12895
Skoda,Yeti,30.351,6.3,83.5,1452.3,petrol,8430,3620,522,12572
Chevrolet,Aveo,18.615,5.2,69.6,1330.4,petrol,6007,5886,603,12496
Nissan,Pixo,9.465666667,4.666666667,50.0,996.0,petrol,4471,7286,543,12300
Land-Rover,Defender,108.7471951,7.853658537,207.6097561,2304.97561,diesel,9333,2222,667,12222
Honda,HR-V,32.723,3.6,96.0,1498.0,petrol,6703,4733,777,12213
Fiat,Multipla,25.2075,5.0,80.5,1753.0,petrol,6996,4370,746,12112
Mitsubishi,Outlander,37.44666667,2.611111111,120.3333333,2085.055556,petrol,7870,3594,563,12027
Volkswagen,Up,17.065625,5.125,51.375,999.0,petrol,4380,7185,424,11989
Peugeot,205,13.11525,4.75,50.875,1430.75,petrol,7405,3886,542,11833
Suzuki,Splash,13.1466,4.8,55.4,1144.8,petrol,5000,6007,722,11729
Daewoo,Lanos,13.24516667,4.833333333,66.66666667,1506.5,petrol,6017,4842,735,11594
Mercedes,CLC,42.5595,6.166666667,131.6666667,2313.666667,petrol,5585,5282,655,11522
Daihatsu,Terios,26.19775,4.625,77.0,1495.0,petrol,5239,5534,646,11419
Saab,900,37.00904545,4.590909091,114.6818182,2208.090909,petrol,7787,2614,767,11168
Volvo,850,36.38445588,4.5,125.7058824,2294.764706,petrol,8700,1835,553,11088
Mazda,626,20.7195,4.71875,81.375,1950.90625,petrol,7590,2328,584,10502
Volvo,940,30.236875,4.5,110.0,2316.0,petrol,8088,1862,549,10499
Chevrolet,Spark,11.395,5.0,52.5,1047.75,petrol,4035,5463,522,10020
Citroen,Xantia,24.84390244,4.756097561,84.92682927,1982.756098,petrol,7716,1750,525,9991
Suzuki,Liana,18.88233333,4.666666667,74.0,1523.333333,petrol,5584,3666,601,9851
Fiat,Brava,17.22277778,4.888888889,70.0,1615.333333,petrol,5613,3492,538,9643
Citroen,ZX,16.05676923,4.923076923,67.0,1703.153846,petrol,5829,2721,450,9000
Peugeot,208,22.84857143,6.523809524,73.23809524,1241.857143,petrol,3960,4711,313,8984
Seat,Toledo,20.37,5.642857143,74.21428571,1324.357143,petrol,6369,2073,397,8839
Kia,Venga,23.58666667,5.25,81.16666667,1509.75,petrol,5079,3439,197,8715
Nissan,Pathfinder,60.9552,5.5,146.0,2588.6,diesel,6134,2133,317,8584
Citroen,C8,45.59125,5.25,104.1666667,2027.833333,petrol,5148,2810,443,8401
Peugeot,807,45.76307692,5.307692308,109.0769231,2053.0,diesel,5155,2598,472,8225
Mercedes,300,62.39565385,4.384615385,135.5,2972.307692,petrol,6395,1366,398,8159
Audi,S3,60.87,6.75,228.0,1984.0,petrol,6410,1368,321,8099
Alfa-Romeo,159,43.26150943,5.905660377,135.3773585,2276.0,diesel,6455,1004,379,7838
Mercedes,190,36.64326667,4.466666667,88.73333333,2284.133333,petrol,5825,1341,409,7575
Chevrolet,Captiva,55.62,6.0,145.75,2460.75,petrol,4738,2449,361,7548
Chrysler,300C,70.31925,4.5,199.0,4123.5,petrol,6298,770,255,7323
Mazda,Demio,14.7754,4.8,51.4,1428.4,petrol,3408,3372,455,7235
Mazda,Premacy,23.22409091,4.909090909,82.0,1938.0,petrol,4403,2312,397,7112
Hyundai,Trajet,30.352,4.4,99.0,2117.6,petrol,4513,2215,377,7105
Peugeot,1007,18.657,5.0,59.58333333,1407.333333,petrol,3140,3486,390,7016
Nissan,350Z,55.4225,6.0,221.0,3498.0,petrol,5844,864,221,6929
Honda,S2000,55.25,6.0,177.0,1997.0,petrol,5128,1332,307,6767
Ford,Maverick,29.151,5.0,89.0,2526.5,petrol,4943,1416,294,6653
Chevrolet,Tacuma,20.20388889,4.777777778,82.33333333,1775.777778,petrol,3835,2320,391,6546
Ford,Cougar,32.11766667,4.666666667,115.3333333,2362.0,petrol,4707,1309,302,6318
Rover,CityRover,11.74,5.0,63.0,1405.0,petrol,2725,3148,443,6316
Porsche,Cayman,84.60125,6.5,220.5,3071.0,petrol,4988,1007,320,6315
Peugeot,405,20.43008333,4.791666667,69.875,1773.0,petrol,4954,1107,245,6306
Alfa-Romeo,GT,37.350625,5.375,121.0625,1972.8125,petrol,4980,1014,308,6302
Hyundai,Ix20,27.4066,6.0,89.0,1552.0,petrol,3529,2172,130,5831
Rover,Streetwise,20.74,5.0,75.0,1695.0,petrol,3201,2306,311,5818
Dodge,Caliber,26.59125,4.125,108.625,1911.75,petrol,3594,1930,252,5776
Audi,S4,95.29916667,6.333333333,253.6666667,3764.333333,petrol,4728,666,214,5608
Peugeot,5008,42.50666667,7.142857143,99.52380952,1294.142857,petrol,3308,1871,279,5458
Toyota,Verso-S,22.047,3.6,73.0,1329.0,petrol,3117,1976,357,5450
Lotus,Elise,53.792,6.0,134.3333333,1730.0,petrol,4700,506,234,5440
Citroen,AX,10.83275,5.0,45.0,1242.0,petrol,2884,2290,262,5436
Kia,Cerato,19.895,4.8,94.0,1742.6,petrol,3362,1815,243,5420
Toyota,Picnic,25.29875,4.5,94.0,1998.0,petrol,3349,1431,397,5177
Peugeot,RCZ,38.93888889,6.0,135.5555556,1642.333333,petrol,2592,2311,269,5172
Ford,Sierra,18.2955625,4.875,70.25,1836.5,petrol,4386,555,118,5059
Chrysler,Neon,19.71783333,4.0,98.0,1995.0,petrol,3120,1618,318,5056
Audi,80,27.09825,4.666666667,91.75,2247.333333,petrol,3886,911,225,5022
Fiat,Ulysse,36.70125,4.875,91.75,2019.75,petrol,3386,1346,264,4996
Alfa-Romeo,Spider,55.2,6.0,163.5,2696.5,petrol,3059,1131,263,4453
Toyota,Urban,20.21333333,6.0,74.0,1329.0,petrol,1965,1928,302,4195
Honda,Prelude,27.78966667,4.666666667,110.6666667,2050.333333,petrol,2917,979,198,4094
Kia,Magentis,28.803,4.8,111.2,2126.8,petrol,3048,710,162,3920
Saab,9000,41.616,4.6,125.36,2336.52,petrol,3126,552,242,3920
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,2488,1094,249,3831
Hyundai,Terracan,44.62833333,4.333333333,127.6666667,3100.333333,diesel,2917,814,90,3821
Peugeot,806,29.57028571,5.0,84.0,1997.142857,diesel,2667,964,186,3817
Peugeot,607,48.09553571,5.107142857,117.7857143,2315.0,petrol,3058,458,208,3724
Hyundai,Elantra,19.055,4.6,89.2,1827.8,petrol,2674,895,148,3717
Hyundai,Lantra,16.4455,4.666666667,78.0,1741.0,petrol,2359,1069,195,3623
Volvo,440,20.27896296,4.111111111,72.85185185,1832.888889,petrol,2328,1090,204,3622
